,ID,AUTHOR,URL,DATE,LIKES,SHARES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT
316,723758139965252,http://www.facebook.com/107028432731570,http://www.facebook.com/107028432731570_723758139965252,26/03/2420 14:02,13.0,0.0,1.0,"Confirmado! Madonna faz show gratuito em Copacabana dia 4 de maio

",facebook,POSITIVE,0.0
317,831016355732715,http://www.facebook.com/158779925464,http://www.facebook.com/158779925464_831016355732715,27/03/2420 14:13,10.0,0.0,0.0,"Por ser gratuito, o show na praia de Copacabana, na zona sul da cidade, não terá ingressos, mas clientes que comprarem passagens ou hospedagens para as datas com cartões do banco terão descontos.",facebook,POSITIVE,0.011
318,873249921486188,http://www.facebook.com/614261465428796,http://www.facebook.com/614261465428796_873249921486188,26/03/2420 11:32,8.0,0.0,1.0,"Madonna voltará ao Brasil em maio para show na Praia de Copacabana.
Leia Mais: ",facebook,NEUTRAL,0.0
319,955987399227153,http://www.facebook.com/380741565322026,http://www.facebook.com/380741565322026_955987399227153,27/03/2420 15:18,1.0,0.0,4.0,Criança perde o próprio aniversário por causa da Madonna; veja o por quê  #scc10,facebook,NEGATIVE,0.0
320,731238552456742,http://www.facebook.com/1501622746744492,http://www.facebook.com/1501622746744492_731238552456742,26/03/2420 23:01,2.0,2.0,0.0,"✨ Madonna anuncia show gratuito e histórico para encerrar sua épica The Celebration Tour no coração do Rio de Janeiro! 🏖️ Marque na agenda: 4 de maio, às 21h45.",facebook,POSITIVE,0.0
321,948349330624103,http://www.facebook.com/408738192556840,http://www.facebook.com/408738192556840_948349330624103,27/03/2420 20:52,4.0,0.0,0.0,"Além de patrocinar show gratuito em Copacabana, banco terá promoção que distribuirá 750 pares de ingressos para ambiente exclusivo

Saiba mais no #GKPB! 👇😉

#Itau #Madonna #Promocao",facebook,POSITIVE,0.0
322,430069102863228,http://www.facebook.com/101354202409586,http://www.facebook.com/101354202409586_430069102863228,26/03/2420 23:02,1.0,0.0,1.0,Um artigo CNN Portugal.,facebook,NEUTRAL,0.0
323,948258940633142,http://www.facebook.com/408738192556840,http://www.facebook.com/408738192556840_948258940633142,27/03/2420 17:22,4.0,0.0,0.0,"Além de patrocinar show gratuito em Copacabana, banco terá promoção que distribuirá 750 pares de ingressos para ambiente exclusivo

Saiba mais no #GKPB! 👇😉

#Itau #Madonna #Eventos",facebook,POSITIVE,0.0
324,794072959407574,http://www.facebook.com/764643003892310,http://www.facebook.com/764643003892310_794072959407574,26/03/2420 13:20,2.0,2.0,0.0,Madonna confirma show gratuito em Copacabana,facebook,POSITIVE,0.0
325,815291417309777,http://www.facebook.com/106629829357754,http://www.facebook.com/106629829357754_815291417309777,26/03/2420 17:36,1.0,0.0,0.0,https://todateen.com.br/noticias/tudo-sobre-o-show-gratuito-de-madonna-no-brasil.phtml,facebook,POSITIVE,0.0
326,949959273798592,http://www.facebook.com/130603890344804,http://www.facebook.com/130603890344804_949959273798592,26/03/2420 13:45,1.0,0.0,0.0,Veja detalhes do show gratuito de Madonna na Praia de Copacabana,facebook,POSITIVE,0.0
327,1195787005084583,http://www.facebook.com/181625555220977,http://www.facebook.com/181625555220977_1195787005084583,26/03/2420 03:06,0.0,0.0,0.0,Madonna voltará ao Brasil em maio para show na Praia de Copacabana. Apresentação será gratuita ,facebook,POSITIVE,0.0
328,834894992016162,http://www.facebook.com/188579854517271,http://www.facebook.com/188579854517271_834894992016162,28/03/2420 18:58,65.0,7.0,26.0,"Show da artista será gratuito na Praia de Copacabana, no Rio de Janeiro #madonna #showdamadonna #ingressos #sorteio #DiáriodoNordeste",facebook,POSITIVE,0.0
329,846251990878586,http://www.facebook.com/162629758434,http://www.facebook.com/162629758434_846251990878586,28/03/2420 19:07,6.0,0.0,0.0,"Madonna no Brasil: Anônimos terão acesso à área VIP em show
https://ofuxico.com.br/musica-e-shows/madonna-no-brasil-anonimos-terao-acesso-a-area-vip-em-show/
Clique na foto para ler a notícia!!",facebook,POSITIVE,0.0
330,822416639905392,http://www.facebook.com/533994593435598,http://www.facebook.com/533994593435598_822416639905392,28/03/2420 18:50,0.0,0.0,0.0,Promoção anunciada pelo banco deverá contemplar 750 pessoas na apresentação,facebook,NEUTRAL,0.0
331,1386800838874298,http://www.facebook.com/115671525289723,http://www.facebook.com/115671525289723_1386800838874298,31/03/2420 21:25,328.0,4.0,3.0,"*Aumenta a procura por passagens rodoviárias para show da Madonna no Rio de Janeiro no período de 3 a 5 de maio*

_Preferência por assentos Semi-Leito, Leito e Cama reflete a necessidade dos usuários por conforto em viagens longas_

*_YURI SENA_*

",facebook,POSITIVE,0.0
332,726677886282061,http://www.facebook.com/197587446941661,http://www.facebook.com/197587446941661_726677886282061,31/03/2420 21:00,49.0,5.0,23.0,"A cada R$ 100 em compras feitas com cartões de débito ou crédito, o cliente participa de uma ação para concorrer aos ingressos e à experiência completa. #Valor",facebook,POSITIVE,0.074
333,938180707961596,http://www.facebook.com/137498089654997,http://www.facebook.com/137498089654997_938180707961596,29/03/2420 20:39,63.0,6.0,11.0,"✈️ Maringá, Londrina e Foz do Iguaçu também terão voos diretos para o Rio",facebook,POSITIVE,0.0
334,914099624059303,http://www.facebook.com/101634945258546,http://www.facebook.com/101634945258546_914099624059303,31/03/2420 18:05,5.0,0.0,0.0,"MADONNA CONFIRMA SHOW GRATUITO NO RÍO EM MAIO PARA ENCERRAR TURNÊ DE 40 ANOS DE CARREIRA.

A cantora Madonna fará show na praia de Copacabana, no Rio de Janeiro, que promete ser histórico pela expectativa de público de um milhão de fãs. ⠀

O show deve ser o último da 'The Celebration Tour', em que Madonna comemora 40 anos de carreira. A turnê começou em outubro do ano passado, em Londres. Antes do Rio, a rainha do pop se apresentará no México. 

O espetáculo tem hora marcada para começar às 21h45 (horário de Brasília) do dia 4 de maio. A apresentação vai celebrar os 40 anos de carreira da artista e será gratuita ao público.",facebook,POSITIVE,0.0
335,953213863473133,http://www.facebook.com/130603890344804,http://www.facebook.com/130603890344804_953213863473133,30/03/2420 22:00,2.0,0.0,0.0,Veja detalhes do show gratuito de Madonna na Praia de Copacabana,facebook,POSITIVE,0.0
336,911802444278772,http://www.facebook.com/130699276995113,http://www.facebook.com/130699276995113_911802444278772,30/03/2420 19:00,0.0,0.0,0.0,#asmaislidasdasemana,facebook,NEUTRAL,0.0
337,821254776699041,http://www.facebook.com/756656851037791,http://www.facebook.com/756656851037791_821254776699041,02/04/2420 12:59,591.0,92.0,1.5k,"Após revelar que mantém relações sexvais 37 vezes por semana com sua esposa Ellen Cardoso e persuadir a modelo Gisele Bündchen a passar o Carnaval de 2023 no Rio de Janeiro, Naldo Benny anunciou que é o responsável por trazer o show de Madonna ao Brasil. 

Durante uma entrevista ao programa ""Sem Censura"", da TV Brasil, na segunda-feira (1), o cantor de funk afirmou que teve participação na vinda da ""Celebration Tour"" da Madonna para o país. Ele compartilhou sobre suas conexões com celebridades e sua vida nos Estados Unidos, revelando: ""Eu consegui convencer a Madonna a vir para o Rio de Janeiro agora"". Cissa Guimarães, apresentadora do programa, prontamente perguntou: ""Então é você quem está trazendo a Madonna?"". Naldo confirmou: ""Sim, sou eu que estou organizando isso"".

A ""Celebation Tour"" marca os 40 anos de carreira da estrela pop, e sua última parada será em um show gratuito em Copacabana, no dia 4 de maio. Este será o único show dela na América do Sul.

A Globo garantiu os direitos de transmissão do show de Madonna, que será exibido na TV aberta, na TV por assinatura através do Multishow, e também via streaming no Globoplay. O acordo foi firmado com o patrocínio da marca Itaú, responsável por trazer Madonna para o Brasil.",facebook,NEUTRAL,0.0
338,819160733582669,http://www.facebook.com/246628845518037,http://www.facebook.com/246628845518037_819160733582669,01/04/2420 20:30,3.0k,241.0,359.0,"O hotel, que possui 239 quartos, não informou o preço das diárias, mas uma noite no quarto mais barato, em agosto do ano passado, quando o hotel completou 100 anos, saía por R$ 2,2 mil. A suíte mais cara custava R$ 25 mil. http://glo.bo/4aCq7oe #g1",facebook,NEGATIVE,0.0
339,950789620035262,http://www.facebook.com/105863269445922,http://www.facebook.com/105863269445922_950789620035262,03/04/2420 13:56,566.0,67.0,212.0,"A ansiedade tomando conta de todo mundo 🙏🏽 A expectativa para o show de Madonna na praia de Copacabana, no dia 4 de maio, é tanta que um fã brasileiro chamado Vitor Almeida (@vitoralmeiida) usou suas habilidades artísticas digitais para imaginar como será o palco da “The Celebration Tour” no Rio de Janeiro. Nas redes sociais, ele — que trabalha com design e mora no Porto, em Portugal — desenhou uma projeção do que ele imagina: a passarela que liga o hotel Belmond Copacabana Palace, a área Golden Circle e espaços reservados nas laterais. Desliza a tela para ver! Pensou em tudo! Gostaram? Será que vamos ver dessa forma? (📸: Reprodução/Instagram/X)",facebook,POSITIVE,0.0
340,818785273618297,http://www.facebook.com/115230991849922,http://www.facebook.com/115230991849922_818785273618297,06/04/2420 12:41,523.0,31.0,223.0,"Madonna em Copacabana: festas em barcos são alternativa para assistir ao show com mordomia
",facebook,POSITIVE,0.0
341,950746266706264,http://www.facebook.com/105863269445922,http://www.facebook.com/105863269445922_950746266706264,03/04/2420 12:25,388.0,16.0,95.0,"O QUE? 🚨 Madonna começou a seguir Pabllo Vittar no Instagram e já começamos a especular um monte de coisa. Será que rolou algum convite para o mega show na praia de Copacabana, no dia 4 de maio? Vão cantar juntas? Pabllo será a convidada para sentar na cadeira no momento ballroom? Meu Deus, precisamos de todas as respostas. Mas já adiantamos: qualquer uma das opções seria INCRÍVEL. Já estamos ansiosos! (📸: Divulgação/Reprodução)",facebook,POSITIVE,0.0
342,718099307197550,http://www.facebook.com/100114543363891,http://www.facebook.com/100114543363891_718099307197550,04/04/2420 22:00,290.0,15.0,157.0,Apresentação gratuita da cantora está confirmada para 4 de maio,facebook,POSITIVE,0.0
343,1037091417975135,http://www.facebook.com/196008906145,http://www.facebook.com/196008906145_1037091417975135,03/04/2420 13:44,334.0,7.0,99.0,"Já podemos pedir o feat depois disso aqui? Atentos! 👀 Madonna começou a seguir Pabllo Vittar no Instagram, dias após ter seu show no Brasil confirmado. A gente já fica aqui pensando nas milhares de teorias: se ela seguiu por seguir mesmo ou se a nossa Rainha do Pop está planejando um encontrinho com a Mami. Ia ser tudo! Se depender de nós, elas já podiam estar ensaiando a performance, o dueto e as coreografias! 🤣 Madonna desembarca por aqui no dia 4 de maio, para um show gratuito na Praia de Copacabana, com a sua #CelebrationTour. Ansiosos? (📸: Getty; Reprodução/ Instagram)",facebook,POSITIVE,0.0
344,830537235769771,http://www.facebook.com/277742121499,http://www.facebook.com/277742121499_830537235769771,04/04/2420 19:18,233.0,9.0,131.0,Rainha do Pop colocou música que gravou com Anitta em sua postagem no Instagram e fãs já estão sonhando com um encontro no show de Copacabana.,facebook,POSITIVE,0.0
345,449979767695330,http://www.facebook.com/413236892771015,http://www.facebook.com/413236892771015_449979767695330,02/04/2420 18:11,71.0,13.0,143.0,"Naldo Benny diz ser responsável pela vinda de Madonna ao Brasil: ""Eu que agitei""",facebook,NEUTRAL,0.0
346,824775763019194,http://www.facebook.com/138267762877224,http://www.facebook.com/138267762877224_824775763019194,02/04/2420 17:00,170.0,4.0,70.0,"A “Rainha do Pop” realizará show gratuito no País e em apenas uma data na praia de Copacabana em maio.
Confira mais informações;

#Madonna #Naldo #show #Brasil #OPOVO",facebook,POSITIVE,0.0
347,1037738631243747,http://www.facebook.com/196008906145,http://www.facebook.com/196008906145_1037738631243747,04/04/2420 16:37,267.0,10.0,17.0,"Prontos para fazer gostoso?! 🔥 Madonna acaba de nos atiçar com essas fotos e uma mensagem sugestiva: “A Safada está chegando ao Brasil”. OMG! 😱 A rainha do pop e da safadeza ainda colocou o hit “Faz Gostoso”; parceria com Anitta, para tocar! Ela não é boba, nem inocente! O show gratuito, que promete ser o maior da carreira de Madonna, acontece no dia 4 de maio, em frente ao Copacabana Palace, no RJ. Quem vamos?! (📸: @madonna)",facebook,POSITIVE,0.0
348,716963440644470,http://www.facebook.com/100114543363891,http://www.facebook.com/100114543363891_716963440644470,03/04/2420 13:20,102.0,6.0,60.0,Rainha do pop deve reunir multidão em apresentação na praia carioca em 4 de maio,facebook,POSITIVE,0.0
349,816339853853895,http://www.facebook.com/279854054779,http://www.facebook.com/279854054779_816339853853895,02/04/2420 15:12,107.0,11.0,46.0,"Open bar e mais: quiosques criam 'camarotes' para show de Madonna em Copacabana

Quiosques situados próximos ao Posto 2, onde será o evento, cobram cerca de R$ 1 mil por lugar para assistir ao show",facebook,NEUTRAL,0.0
350,451307944229179,http://www.facebook.com/413236892771015,http://www.facebook.com/413236892771015_451307944229179,04/04/2420 17:54,90.0,4.0,53.0,"Em publicação, Madonna fala sobre show no Brasil: ""Safada está indo para o Rio""",facebook,NEGATIVE,0.0
351,1003822477758737,http://www.facebook.com/159393664079248,http://www.facebook.com/159393664079248_1003822477758737,01/04/2420 20:36,90.0,10.0,49.0,"Os hotéis da orla estão com mais de 75% dos quartos ocupados para o fim de semana do show. A expectativa é chegar a 100% de lotação até o dia 4 de maio.
#TVCultura #copacabanapalace #madonna 
",facebook,NEUTRAL,0.0
352,1001192238029681,http://www.facebook.com/349981661783425,http://www.facebook.com/349981661783425_1001192238029681,02/04/2420 22:10,105.0,3.0,27.0,"Mais uma das histórias do Naldo! Em entrevista ao programa de Cissa Guimarães, o cantor garantiu que ajudou a trazer Madonna para o Brasil. Lembrando que a cantora fará um show gratuito na Praia de Copacabana, no Rio de Janeiro #AHoraDaVenenosa 👀🐍",facebook,POSITIVE,0.0
353,725124979771684,http://www.facebook.com/1505574649732513,http://www.facebook.com/1505574649732513_725124979771684,02/04/2420 00:18,100.0,2.0,28.0,"O Ministério da Gestão e Inovação (MGI) negou que o show da cantora Madonna, na praia de Copacabana, no Rio de Janeiro, afetará a realização do Concurso Público Nacional Unificado, conhecido como Enem dos Concursos. O evento e as provas do certame estão marcados para o mesmo fim de semana.

O show que celebra os 40 anos de carreira da artista ocorrerá no sábado, 4 de maio, por volta das 21h30. As provas do concurso serão aplicadas no dia seguinte, 5 de maio, nos turnos da manhã e tarde.

Ao Metrópoles o MGI informou que faz reuniões semanais com a banca organizadora do certame, a Cesgranrio, e com os órgãos envolvidos no planejamento. “Até o momento, não há identificação de nenhum evento que possa afetar a logística do concurso”, reforçou a pasta.

Em 13 de março, o ministério enviou um ofício aos governos e às prefeituras das 220 cidades onde serão aplicadas as provas solicitando “cooperação para garantir a segurança e a logística” do concurso.

No documento, a ministra da Gestão e Inovação, Esther Dweck, pede que não sejam realizados grandes eventos no dia do exame a fim de facilitar o deslocamento dos candidatos.

A expectativa é de que mais de 1 milhão de pessoas compareçam à praia de Copacabana para assistir ao show da Rainha do Pop. Nas redes sociais, os fãs concurseiros se dividem. “Madonna só tem uma, concurso tem vários. Vão assistir o show!! A vida é uma só”, escreveu uma usuária no X (antigo Twitter).

“Eu vou fazer bate e volta. Vou pro show e depois vou pra rodoviária de volta pra SP. Não tem erro. Vou fazer os 2 e durmo no ônibus”, afirmou outro.

➡️ Leia mais no metropoles.com

📸 Kevin Mazur/WireImage for Live Nation",facebook,POSITIVE,0.0
354,836840041816283,http://www.facebook.com/148914881790009,http://www.facebook.com/148914881790009_836840041816283,10/04/2420 11:29,38.0,15.0,71.0,"Madonna em Copacabana!👀🗣️

O show gratuito da cantora Madonna na Praia de Copacabana, no Rio de Janeiro, terá um grande investimento da prefeitura da cidade. Nesta segunda-feira, 8, a prefeitura confirmou que irá dar R$ 10 milhões para a BonusTrack, produtora responsável, para a realização da apresentação da artista. O valor foi publicado no Diário Oficial. Madonna se apresentará com a The Celebration Tour, que celebra 40 anos de carreira da artista, no dia 4 de maio no Rio.

Mais informações na editoria ""GERAL"", link na bio.

📸 Reprodução

#Madonna #Copacabana #Prefeitura

# MeiaHora",facebook,POSITIVE,0.0
355,951543903293167,http://www.facebook.com/105863269445922,http://www.facebook.com/105863269445922_951543903293167,04/04/2420 21:21,84.0,1.0,8.0,Você taca stream na lenda?,facebook,NEUTRAL,0.0
356,832285782276514,http://www.facebook.com/275060412517621,http://www.facebook.com/275060412517621_832285782276514,05/04/2420 01:45,138.0,3.0,8.0,Cantora entrou no clima do Brasil e publicou nesta quinta-feira (4) uma série de fotos nas redes sociais com legenda bem brasileira,facebook,POSITIVE,0.0
357,835245041980588,http://www.facebook.com/275060412517621,http://www.facebook.com/275060412517621_835245041980588,09/04/2420 17:30,65.0,4.0,16.0,LEONEL XIMENES | Apresentação da cantora será no dia 4 de maio na Praia de Copacabana,facebook,POSITIVE,0.0
358,950779193369638,http://www.facebook.com/105863269445922,http://www.facebook.com/105863269445922_950779193369638,03/04/2420 13:34,73.0,2.0,13.0,Quem tá ansioso? VAI SER UM SURTOO!,facebook,NEUTRAL,0.0
359,818939793592470,http://www.facebook.com/190833037616321,http://www.facebook.com/190833037616321_818939793592470,05/04/2420 13:22,71.0,4.0,17.0,Madonna no Rio: busca por produtos da cantora cresce até 7.400%. Veja os dez mais procurados http://dlvr.it/T56LPh .,facebook,NEUTRAL,0.0
360,839700408202287,http://www.facebook.com/188579854517271,http://www.facebook.com/188579854517271_839700408202287,04/04/2420 18:45,63.0,1.0,18.0,"Apresentação da artista ocorre no dia 4 de maio na Praia de Copacabana, no Rio de Janeiro #madonna #riodejaneiro #show #DiáriodoNordeste",facebook,NEUTRAL,0.0
361,816362750518272,http://www.facebook.com/279854054779,http://www.facebook.com/279854054779_816362750518272,02/04/2420 15:57,59.0,11.0,13.0,"⛱️Open bar e mais: quiosques criam ‘camarotes’ para show de Madonna em Copacabana⛱️
Quiosques situados próximos ao Posto 2, onde será o evento, cobram cerca de R$ 1 mil por lugar para assistir ao show
",facebook,POSITIVE,0.0
362,841134434720821,http://www.facebook.com/188409064543404,http://www.facebook.com/188409064543404_841134434720821,01/04/2420 22:27,23.0,6.0,31.0,"🎤💬 Em entrevista ao programa Sem Censura TV da Tvbrasil, Naldo afirma ter negociado a vinda de Madonna ao Brasil para um show gratuito na praia de Copacabana, no Rio de Janeiro.

📹: Reprodução 

#jornaldebrasilia #naldo #madonna #show",facebook,POSITIVE,0.0
363,449163814443592,http://www.facebook.com/413236892771015,http://www.facebook.com/413236892771015_449163814443592,01/04/2420 14:35,28.0,3.0,45.0,Os melhores hotéis do Rio de Janeiro para quem vai ao show da Madonna,facebook,POSITIVE,0.0
364,747137037536744,http://www.facebook.com/306355719426930,http://www.facebook.com/306355719426930_747137037536744,10/04/2420 18:22,57.0,3.0,21.0,"Após intensa especulação, Madonna finalmente confirmou sua vinda ao Brasil, marcando seu retorno ao país após 12 anos. O aguardado show, agendado para o dia 4 de maio na deslumbrante orla de Copacabana, no Rio de Janeiro, será o único na América Latina durante sua ""The Celebration Tour"", uma turnê especial em celebração aos seus 40 anos de carreira.

Previsto para começar por volta das 21h30, o espetáculo promete duas horas de pura energia e entretenimento. Profissionais do setor de viagens e turismo já estão de olho nos números impressionantes que cercam essa apresentação gratuita.

“As expectativas são as melhores. Cidade lotada, hotéis cheios, economia girando, turismo local bombando. Estamos muito felizes com o show da Madonna nas areias de Copacabana”, compartilhou Daniela Maia, Secretária de Turismo da cidade do Rio de Janeiro.",facebook,POSITIVE,0.0
365,819762930176823,http://www.facebook.com/190833037616321,http://www.facebook.com/190833037616321_819762930176823,06/04/2420 22:32,59.0,9.0,13.0,"‘Efeito Madonna’: brasileiros empreendem e geram renda extra com show histórico em Copacabana

http://dlvr.it/T59LGk #JornalExtra",facebook,NEUTRAL,0.0
366,835295535308872,http://www.facebook.com/275060412517621,http://www.facebook.com/275060412517621_835295535308872,09/04/2420 20:30,62.0,3.0,10.0,"✈️ A empresa aérea Azul anunciou que vai oferecer voos extras, entre os dias 3 e 5 de maios, entre os Aeroportos de Vitória e o Tom Jobim, no Rio de Janeiro, para facilitar o deslocamento dos capixabas para o show da cantora Madonna, no dia 4 de maio (sábado).

No fim de semana do show na Praia de Copacabana, entre sexta e domingo, serão oferecidos um total de seis voos extras entre os dois aeroportos, além dos voos regulares habituais entre as duas capitais.

Confira os horários dos voos extras e mais informações na coluna publicada em: https://leia.ag/a/COFB/xwx5mcv",facebook,POSITIVE,0.0
367,719896007017880,http://www.facebook.com/100114543363891,http://www.facebook.com/100114543363891_719896007017880,07/04/2420 22:30,45.0,3.0,33.0,"Seis costelas quebradas, ombro deslocado e pulmão perfurado depois de sofrer uma queda enquanto esquiava em Aspen, nos Estados Unidos. O produtor Luiz Oscar Niemeyer ainda se recuperava quando engrenou as negociações para fechar os contratos do que promete ser o maior show da carreira de Madonna, marcado para 4 de maio na praia de Copacabana, no Rio. Sobre os rumores de que Anitta faria uma participação no espetáculo, ele diz que, neste momento, está sendo discutida a possibilidade de colocar alguma atração para fazer a abertura do show, mas ainda não foi batido o martelo. 

📲Leia mais na #Folha: https://mla.bs/ab3d0b28

📷 Eduardo Anizelli/ Folhapress
📝 Joana Cunha

#PraTodosVerem: Foto colorida do produtor musical Luiz Oscar Niemeyer, um homem com óculos e camisa azul claro. Abaixo, o título: ""Produtor de Madonna no Rio despista sobre participação de Anitta no show""",facebook,POSITIVE,0.0
368,814332424074749,http://www.facebook.com/159878894058449,http://www.facebook.com/159878894058449_814332424074749,08/04/2420 19:30,54.0,0.0,11.0,"Cantora se apresentará na praia de Copacabana em 4 de maio, um dia antes da aplicação da prova do Concurso Nacional Unificado.",facebook,POSITIVE,0.0
369,852720883550679,http://www.facebook.com/126023467444040,http://www.facebook.com/126023467444040_852720883550679,02/04/2420 14:25,32.0,6.0,34.0,A expectativa é que mais de 1 milhão de pessoas compareçam à Praia de Copacabana para o show de Madonna. 🎤 #NoArNaCBN #Madonna,facebook,POSITIVE,0.0
370,921924556603739,http://www.facebook.com/241646222594264,http://www.facebook.com/241646222594264_921924556603739,11/04/2420 02:32,66.0,3.0,4.0,"Show de Madonna é no Rio de Janeiro, mas movimenta comércio em Curitiba",facebook,NEUTRAL,0.0
371,815454937288117,http://www.facebook.com/234473149920540,http://www.facebook.com/234473149920540_815454937288117,02/04/2420 00:23,20.0,0.0,17.0,Cantora fará um show gratuito em Copacabana no dia 4 de maio,facebook,POSITIVE,0.0
372,915135593956104,http://www.facebook.com/1462132514074668,http://www.facebook.com/1462132514074668_915135593956104,02/04/2420 11:00,25.0,3.0,6.0,A fala foi no programa Sem Censura www.triunasf.com.br,facebook,NEGATIVE,0.0
373,730811985887337,http://www.facebook.com/215374435162572,http://www.facebook.com/215374435162572_730811985887337,01/04/2420 13:07,56.0,4.0,8.0,"Apresentação da cantora norte-americana será realizado em frente ao Copacabana Palace e terá transmissão ao vivo da Globo

",facebook,POSITIVE,0.0
374,727264186224430,http://www.facebook.com/1505574649732513,http://www.facebook.com/1505574649732513_727264186224430,05/04/2420 16:21,21.0,1.0,15.0,"Os fãs de Soweto vão precisar segurar a ansiedade por mais um dia. Isso porque um dos shows de comemoração pelos 30 anos de carreira do grupo, idealizado por Belo e que aconteceria no dia 4 de maio, na Praça da Apoteose, precisou ser cancelado. E a gente conta tudo para vocês agora, queridos leitores, com exclusividade.

Acontece que o grupo realizaria dois shows seguidos, nos dias 4 e 5 de maio — sendo este último uma data extra por conta do sucesso —, mas o primeiro dia precisou ser suspenso por conta da apresentação de Madonna na Praia de Copacabana.

Com isso, os fãs que compraram entradas para o dia 4 vão assistir ao show no dia seguinte. A expectativa dos organizadores é que 30 mil pessoas estejam na plateia.

A colunista descobriu, ainda, que o cancelamento foi uma determinação da Secretaria de Ordem Pública, que suspendeu todas as outras apresentações que aconteceriam na cidade do dia do show de Madonna.

Apesar das mudanças, o empresário de Belo, Alfredo Santana, através da assessoria de imprensa, afirmou que tudo já foi readequado para receber o público que já havia antecipado a compra das entradas. Toda a estrutura, segundo ele, principalmente segurança, está organizada para dar conta do contratempo.

➡️ Saiba mais na coluna de Fábia Oliveira! Basta acessar metropoles.com.

📸 Instagram/Reprodução",facebook,POSITIVE,0.0
375,831192945716097,http://www.facebook.com/113199595455113,http://www.facebook.com/113199595455113_831192945716097,02/04/2420 14:55,55.0,0.0,2.0,"Ele ataca novamente! 🤥 No programa ""Sem censura"", Naldo diz que foi o responsável por trazer o show da Madonna para o Brasil: ""Eu que desenrolei essa parada..."" 😱 A cantora ícone do Pop vai se apresentar de graça no Copacabana Palace dia 04/05.",facebook,NEUTRAL,0.0
376,943409057438761,http://www.facebook.com/137498089654997,http://www.facebook.com/137498089654997_943409057438761,07/04/2420 21:00,39.0,1.0,10.0,"Apresentação promete ser o maior show da carreira de Madonna, marcado para 4 de maio na praia de Copacabana, no Rio",facebook,POSITIVE,0.0
377,813131930855142,http://www.facebook.com/250070221693613,http://www.facebook.com/250070221693613_813131930855142,04/04/2420 19:07,34.0,1.0,9.0,| CHEGANDO | A cantora entrou no clima do Brasil e publicou nesta quinta-feira (4) uma série de fotos nas redes sociais com legenda bem brasileira,facebook,POSITIVE,0.0
378,814914607339197,http://www.facebook.com/179420238744846,http://www.facebook.com/179420238744846_814914607339197,01/04/2420 20:17,37.0,1.0,10.0,"A chegada de turistas internacionais no Rio de Janeiro, capital, deve crescer 27,3%, considerando a semana do show da cantora norte-americana Madonna. O aumento na entrada de visitantes de outros países é um comparativo com o mesmo período de 2023. A Rainha do Pop se apresentará no dia 4 de maio, na praia de Copacabana, às 21h30. O show tem duração prevista de cerca de duas horas.
A performance da artista no Brasil será a única em toda a América do Sul. A expectativa é que mais de 1 milhão de espectadores compareçam à orla carioca para ter ao menos um vislumbre da diva. No momento, há o registro de quase 7.500 bilhetes aéreos emitidos de outros países do mundo com chegada no Brasil pelo Rio. Os dados são da plataforma Forward Keys.
Os principais países emissores são a Argentina, com um aumento de 20,4%; o Chile, com crescimento de 14,1%; os Estados Unidos, com 12,7%; a França, com 11%; e o Reino Unido, com 6,4%. O crescimento registrado no Rio de Janeiro é quase quatro vezes maior que a média de todos os aeroportos brasileiros que recebem voos internacionais para o período, que é de 7,1%.

Leia mais no site:#diariodovale 

#madonna #turismo #rainhadopop #brasil #economia #show #copacabana",facebook,POSITIVE,0.0
379,959008199560366,http://www.facebook.com/130603890344804,http://www.facebook.com/130603890344804_959008199560366,07/04/2420 22:26,38.0,1.0,10.0,Anitta abrirá o show da Madonna? Produtor fala sobre especulação,facebook,NEUTRAL,0.0
380,833789252115448,http://www.facebook.com/182364316471,http://www.facebook.com/182364316471_833789252115448,09/04/2420 01:37,14.0,4.0,20.0,"A Prefeitura do Rio de Janeiro vai investir R$ 10 milhões no show de Madonna na Praia de Copacabana, no dia 4 de maio. O evento deve reunir mais de 1 milhão de pessoas. #JornalJP",facebook,POSITIVE,0.0
381,731048879188978,http://www.facebook.com/369224939813974,http://www.facebook.com/369224939813974_731048879188978,06/04/2420 02:00,28.0,1.0,10.0,MADONNA NO RIO - 'Safada is coming to Rio': Madonna promete agitar Copacabana em show gratuito.,facebook,NEUTRAL,0.0
382,823111969850180,http://www.facebook.com/191032704071,http://www.facebook.com/191032704071_823111969850180,02/04/2420 16:40,24.0,1.0,8.0,"Com a previsão de um movimento semelhante ao do Réveillon, o show na Praia de Copacabana levou os estabelecimentos a preparar um esquema especial",facebook,POSITIVE,0.0
383,720444860296328,http://www.facebook.com/100114543363891,http://www.facebook.com/100114543363891_720444860296328,09/04/2420 14:20,17.0,3.0,20.0,"Valor será pago à produtora Bonus Track, responsável pelo evento, que espera mais de um milhão de pessoas",facebook,POSITIVE,0.0
384,854038690089620,http://www.facebook.com/115987058416365,http://www.facebook.com/115987058416365_854038690089620,10/04/2420 01:15,14.0,4.0,14.0,"Cantora virá ao País para show gratuito em maio; apresentação encerra a ‘The Celebration Tour’, que celebra 40 anos de carreira da artista (via Cultura Estadão) #estadão",facebook,POSITIVE,0.0
